bank_name|bank_link|city|state|closing_date|assets|deposit|acquirer_notes
Community Capital Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/commcapbk.html|Jonesboro|GA|October 21, 2011|$181.2|$166.2|State Bank and Trust Company, Macon, GA has agreed to assume all deposits.
Decatur First Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/decatur.html|Decatur|GA|October 21, 2011|$191.5|$179.2|Fidelity Bank, Atlanta, GA has agreed to assume all deposits.
Old Harbor Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/oldharbor.html|Clearwater|FL|October 21, 2011|$215.9|$217.8|1st United Bank, Boca Raton, FL has agreed to assume all deposits.
Country Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/countrybank.html|Aledo|IL|October 14, 2011|$190.6|$167.5|Blackhawk Bank & Trust, Milan, IL has agreed to assume all deposits excluding certain brokered deposits.
First State Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/firststatebank-nj.html|Cranford|NJ|October 14, 2011|$204.4|$201.2|Northfield Bank, Staten Island, NY has agreed to assume all deposits.
Blue Ridge Savings Bank Inc.|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/blueridge.html|Asheville|NC|October 14, 2011|$161.0|$158.7|Bank of North Carolina, Thomasville, NC has agreed to assume all deposits.
Piedmont Community Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/piedmont-ga.html|Gray|GA|October 14, 2011|$201.7|$181.4|State Bank and Trust Company, Macon, GA has agreed to assume all deposits.
Sun Security Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/sunsecurity.html|Ellington|MO|October 7, 2011|$355.9|$290.4|Great Southern Bank, Springfield, MO has agreed to assume all deposits.
The RiverBank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/riverbank.html|Wyoming|MN|October 7, 2011|$417.4|$379.3|Central Bank, Stillwater, MN has agreed to assume all deposits.
First International Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/firstintlbank.html|Plano|TX|September 30, 2011|$239.9|$208.8|American First National Bank, Houston, TX has agreed to assume all deposits.
Citizens Bank of Northern California|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/cbnc.html|Nevada City|CA|September 23, 2011|$288.8|$253.1|Tri Counties Bank, Chico, CA has agreed to assume all deposits.
Bank of the Commonwealth|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/boc-va.html|Norfolk|VA|September 23, 2011|$985.1|$901.8|Southern Bank and Trust Company, Mount Olive, NC has agreed to assume all deposits excluding certain brokered deposits.
The First National Bank Of Florida|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/fnbf.html|Milton|FL|September 9, 2011|$296.8|$280.1|CharterBank, West Point, GA has agreed to assume all deposits.
CreekSide Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/creekside.html|Woodstock|GA|September 2, 2011|$102.3|$96.6|Georgia Commerce Bank, Atlanta, GA has agreed to assume all deposits.
Patriot Bank of Georgia|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/patriot.html|Cumming|GA|September 2, 2011|$150.8|$111.2|Georgia Commerce Bank, Atlanta, GA has agreed to assume all deposits.
First Choice Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/firstchoice-il.html|Geneva|IL|August 19, 2011|$141.0|$137.2|Inland Bank & Trust, Oak Brook, IL has agreed to assume all deposits excluding certain brokered deposits.
First Southern National Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/firstsouthern-ga.html|Statesboro|GA|August 19, 2011|$164.6|$159.7|Heritage Bank of the South, Albany, GA has agreed to assume all deposits excluding certain brokered deposits.
Lydian Private Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/lydian.html|Palm Beach|FL|August 19, 2011|$1,700.0|$1,240.0|Sabadell United Bank, National Association, Miami, FL has agreed to assume all deposits.
Public Savings Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/publicsvgs.html|Huntingdon Valley|PA|August 18, 2011|$46.8|$45.8|Capital Bank, National Association, Rockville, MD has agreed to assume all deposits excluding certain brokered deposits.
The First National Bank of Olathe|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/fnbo.html|Olathe|KS|August 12, 2011|$538.1|$524.3|Enterprise Bank & Trust, Clayton, MO has agreed to assume all deposits excluding certain brokered deposits.
Bank of Whitman|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/whitman.html|Colfax|WA|August 5, 2011|$548.6|$515.7|Columbia State Bank, Tacoma, WA has agreed to assume all deposits excluding certain brokered deposits.
Bank of Shorewood|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/shorewood.html|Shorewood|IL|August 5, 2011|$110.7|$104.0|Heartland Bank and Trust Company, Bloomington, IL has agreed to assume all deposits.
Integra Bank National Association|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/integra.html|Evansville|IN|July 29, 2011|$2,200.0|$1,900.0|Old National Bank, Evansville, IN has agreed to assume all deposits excluding certain brokered deposits.
BankMeridian National Association|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/bankmeridian.html|Columbia|SC|July 29, 2011|$239.8|$215.5|SCBT, National Association, Orangeburg, SC has agreed to assume all deposits excluding certain brokered deposits.
Virginia Business Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/vbb.html|Richmond|VA|July 29, 2011|$95.8|$85.0|Xenith Bank, Richmond, VA has agreed to assume all deposits.
Bank of Choice|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/bankofchoice.html|Greeley|CO|July 22, 2011|$1,070.0|$924.9|Bank Midwest, National Association, Kansas City, MO has agreed to assume all deposits excluding certain brokered deposits.
LandMark Bank of Florida|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/LandMark.html|Sarasota|FL|July 22, 2011|$275.0|$246.7|American Momentum Bank, Tampa, FL has agreed to assume all deposits.
Southshore Community Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/southshore.html|Apollo Beach|FL|July 22, 2011|$46.3|$45.3|American Momentum Bank, Tampa, FL has agreed to assume all deposits.
Summit Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/summitbank.html|Prescott|AZ|July 15, 2011|$72.0|$66.4|The Foothills Bank, Yuma, AZ has agreed to assume all deposits.
First Peoples Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/firstpeoples.html|Port St. Lucie|FL|July 15, 2011|$228.3|$209.7|Premier American Bank, National Association, Miami, FL has agreed to assume all deposits excluding certain brokered deposits.
High Trust Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/hightrust.html|Stockbridge|GA|July 15, 2011|$192.5|$189.5|Ameris Bank, Moultrie, GA has agreed to assume all deposits.
One Georgia Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/onegeorgia.html|Atlanta|GA|July 15, 2011|$186.3|$162.1|Ameris Bank, Moultrie, GA has agreed to assume all deposits excluding certain brokered deposits.
Signature Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/signaturebank.html|Windsor|CO|July 8, 2011|$66.7|$64.5|Points West Community Bank, Julesburg, CO has agreed to assume all deposits.
Colorado Capital Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/coloradocapital.html|Castle Rock|CO|July 8, 2011|$717.5|$672.8|First-Citizens Bank & Trust Company, Raleigh, NC has agreed to assume all deposits excluding certain brokered deposits.
First Chicago Bank & Trust|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/firstchicago.html|Chicago|IL|July 8, 2011|$959.3|$887.5|Northbrook Bank & Trust Company, Northbrook, IL has agreed to assume all deposits excluding certain brokered deposits.
Mountain Heritage Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/mountain.html|Clayton|GA|June 24, 2011|$103.7|$89.6|First American Bank and Trust Company, Athens, GA has agreed to assume all deposits excluding certain brokered deposits.
First Commercial Bank of Tampa Bay|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/fcbtb.html|Tampa|FL|June 17, 2011|$98.6|$92.6|Stonegate Bank, Fort Lauderdale, FL has agreed to assume all deposits excluding certain brokered deposits.
McIntosh State Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/mcintoshstate.html|Jackson|GA|June 17, 2011|$339.9|$324.4|Hamilton State Bank, Hoschton, GA has agreed to assume all deposits.
Atlantic Bank and Trust|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/atlanticbanktrust.html|Charleston|SC|June 3, 2011|$208.2|$191.6|First Citizens Bank and Trust Company, Inc., Columbia, SC has agreed to assume all deposits.
First Heritage Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/firstheritage.html|Snohomish|WA|May 27, 2011|$173.5|$163.3|Columbia State Bank, Tacoma, WA has agreed to assume all deposits.
Summit Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/summit.html|Burlington|WA|May 20, 2011|$142.7|$131.6|Columbia State Bank, Tacoma, WA has agreed to assume all deposits excluding certain brokered deposits.
First Georgia Banking Company|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/fgbc.html|Franklin|GA|May 20, 2011|$731.0|$702.2|CertusBank, National Association, Easley, SC has agreed to assume all deposits excluding certain brokered deposits.
Atlantic Southern Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/atlanticsthrn.html|Macon|GA|May 20, 2011|$741.9|$707.6|CertusBank, National Association, Easley, SC has agreed to assume all deposits excluding certain brokered deposits.
Coastal Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/coastal-fl.html|Cocoa Beach|FL|May 6, 2011|$129.4|$123.9|Florida Community Bank, a division of Premier American Bank, National Association, Miami, FL has agreed to assume all deposits.
Community Central Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/communitycentral.html|Mount Clemens|MI|April 29, 2011|$476.3|$385.4|Talmer Bank & Trust, Troy, MI has agreed to assume all deposits excluding certain brokered deposits.
The Park Avenue Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/parkavenue-ga.html|Valdosta|GA|April 29, 2011|$953.3|$827.7|Bank of the Ozarks, Little Rock, AR has agreed to assume all deposits excluding certain brokered deposits.
First Choice Community Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/firstchoice.html|Dallas|GA|April 29, 2011|$308.5|$310.0|Bank of the Ozarks, Little Rock, AR has agreed to assume all deposits excluding certain brokered deposits.
Cortez Community Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/cortez.html|Brooksville|FL|April 29, 2011|$70.9|$61.4|Florida Community Bank, a division of Premier American Bank, National Association, Miami, FL has agreed to assume all deposits excluding certain brokered deposits.
First National Bank of Central Florida|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/fnbcf.html|Winter Park|FL|April 29, 2011|$352.0|$312.1|Florida Community Bank, a division of Premier American Bank, National Association, Miami, FL has agreed to assume all deposits excluding certain brokered deposits.
Heritage Banking Group|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/heritage-ms.html|Carthage|MS|April 15, 2011|$224.0|$196.2|Trustmark National Bank, Jackson, MS has agreed to assume all deposits.
Rosemount National Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/rosemount.html|Rosemount|MN|April 15, 2011|$37.6|$36.6|Central Bank, Stillwater, MN has agreed to assume all deposits.
Superior Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/superior-al.html|Birmingham|AL|April 15, 2011|$3,000.0|$2,700.0|Superior Bank, National Association, Birmingham, AL has agreed to assume all deposits excluding certain brokered deposits.
Nexity Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/nexity.html|Birmingham|AL|April 15, 2011|$793.7|$637.8|AloStar Bank of Commerce, Birmingham, AL has agreed to assume all deposits excluding certain brokered deposits.
New Horizons Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/newhorizons.html|East Ellijay|GA|April 15, 2011|$110.7|$106.1|Citizens South Bank, Gastonia, NC has agreed to assume all deposits excluding certain brokered deposits.
Bartow County Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/bartow.html|Cartersville|GA|April 15, 2011|$330.2|$304.1|Hamilton State Bank, Hoschton, GA has agreed to assume all deposits.
Nevada Commerce Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/nevadacommerce.html|Las Vegas|NV|April 8, 2011|$144.9|$136.4|City National Bank, Los Angeles, CA has agreed to assume all deposits excluding certain brokered deposits.
Western Springs National Bank and Trust|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/westernsprings.html|Western Springs|IL|April 8, 2011|$186.8|$181.9|Heartland Bank and Trust Company, Bloomington, IL has agreed to assume all deposits.
The Bank of Commerce|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/bankofcommerce.html|Wood Dale|IL|March 25, 2011|$163.1|$161.4|Advantage National Bank Group, Elk Grove Village, IL has agreed to assume all deposits.
Legacy Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/legacy-wi.html|Milwaukee|WI|March 11, 2011|$190.4|$183.3|Seaway Bank and Trust Company, Chicago, IL has agreed to assume all deposits excluding certain brokered deposits.
The First National Bank of Davis|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/firstnatldavis.html|Davis|OK|March 11, 2011|$90.2|$68.3|The Pauls Valley National Bank, Pauls Valley, OK has agreed to assume all deposits excluding certain brokered deposits.
Valley Community Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/valleycomm.html|St. Charles|IL|February 25, 2011|$123.8|$124.2|First State Bank, Mendota, IL has agreed to assume all deposits excluding certain brokered deposits.
San Luis Trust Bank FSB|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/sanluistrust.html|San Luis Obispo|CA|February 18, 2011|$332.6|$272.2|First California Bank, Westlake Village, CA has agreed to assume all deposits excluding certain brokered deposits.
Charter Oak Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/charteroak.html|Napa|CA|February 18, 2011|$120.8|$105.3|Bank of Marin, Novato, CA has agreed to assume all deposits excluding certain brokered deposits.
Citizens Bank of Effingham|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/citizensbk-ga.html|Springfield|GA|February 18, 2011|$214.3|$206.5|Heritage Bank of the South, Albany, GA has agreed to assume all deposits excluding certain brokered deposits.
Habersham Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/habersham.html|Clarkesville|GA|February 18, 2011|$387.6|$339.9|SCBT National Association, Orangeburg, SC has agreed to assume all deposits.
Canyon National Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/canyonstate.html|Palm Springs|CA|February 11, 2011|$210.9|$205.3|Pacific Premier Bank, Costa Mesa, CA has agreed to assume all deposits excluding certain brokered deposits.
Badger State Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/badgerstate.html|Cassville|WI|February 11, 2011|$83.8|$78.5|Royal Bank, Elroy, WI has agreed to assume all deposits excluding certain brokered deposits.
Peoples State Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/peoplesstatebank.html|Hamtramck|MI|February 11, 2011|$390.5|$389.9|First Michigan Bank, Troy, MI has agreed to assume all deposits.
Sunshine State Community Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/sunshinestate.html|Port Orange|FL|February 11, 2011|$125.5|$116.7|Premier American Bank, National Association, Miami, FL has agreed to assume all deposits.
Community First Bank - Chicago|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/commfirst-il.html|Chicago|IL|February 4, 2011|$51.1|$49.5|Northbrook Bank & Trust Company, Northbrook, IL has agreed to assume all deposits.
North Georgia Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/northgabank.html|Watkinsville|GA|February 4, 2011|$153.2|$139.7|BankSouth, Greensboro, GA has agreed to assume all deposits excluding certain brokered deposits.
American Trust Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/americantrust.html|Roswell|GA|February 4, 2011|$238.2|$222.2|Renasant Bank, Tupelo, MS has agreed to assume all deposits.
First Community Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/firstcomm-nm.html|Taos|NM|January 28, 2011|$2,310.0|$1,940.0|U.S. Bank, National Association, Minneapolis, MN has agreed to assume all deposits excluding certain brokered deposits.
FirsTier Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/firstier.html|Louisville|CO|January 28, 2011|$781.5|$722.8|To protect the insured depositors, the FDIC created Deposit Insurance National Bank of Louisville - a new depository institution chartered by the Office of Thrift Supervision (OTS), which will remain open until February 28, 2011.
Evergreen State Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/evergreenstatewi.html|Stoughton|WI|January 28, 2011|$246.5|$195.2|McFarland State Bank, McFarland, WI has agreed to assume all deposits excluding certain brokered deposits.
The First State Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/firststatebank-ok.html|Camargo|OK|January 28, 2011|$43.5|$40.3|Bank 7, Oklahoma City, OK has agreed to assume all deposits excluding certain brokered deposits.
United Western Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/unitedwestern.html|Denver|CO|January 21, 2011|$2,050.0|$1,650.0|First-Citizens Bank & Trust Co., Raleigh, NC has agreed to assume all deposits.
The Bank of Asheville|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/bankofasheville.html|Asheville|NC|January 21, 2011|$195.1|$188.3|First Bank, Troy, NC has agreed to assume all deposits.
CommunitySouth Bank and Trust|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/commsouth.html|Easley|SC|January 21, 2011|$440.6|$402.4|CertusBank, National Association, Charlotte, NC has agreed to assume all deposits excluding certain brokered deposits.
Enterprise Banking Company|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/enterprise.html|McDonough|GA|January 21, 2011|$100.9|$95.5|To protect the insured depositors, the FDIC created Deposit Insurance National Bank of McDonough - a new depository institution chartered by the Office of Thrift Supervision (OTS), which will remain open until January 28, 2011.
Oglethorpe Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/oglethorpe.html|Brunswick|GA|January 14, 2011|$230.6|$212.7|Bank of the Ozarks, Little Rock, AR has agreed to assume all deposits excluding certain brokered deposits.
Legacy Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/legacybank.html|Scottsdale|AZ|January 7, 2011|$150.6|$125.9|Enterprise Bank & Trust, Clayton, MO has agreed to assume all deposits.
First Commercial Bank of Florida|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/firstcommercial.html|Orlando|FL|January 7, 2011|$598.5|$529.6|First Southern Bank, Boca Raton, FL has agreed to assume all deposits excluding certain brokered deposits.
Community Bank of the Ozarks|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/cmbkozarks.html|Sunrise Beach|MO|December 14, 2012|$42.8|$41.9|Bank of Sullivan has agreed to assume all deposits.
Hometown Community Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/hometown.html|Braselton|GA|November 16, 2012|$124.6|$108.9|CertusBank, National Association has agreed to assume all deposits.
Citizens First National Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/cfnb.html|Princeton|IL|November 2, 2012|$924.0|$869.4|Heartland Bank and Trust Company has agreed to assume all deposits.
Heritage Bank of Florida|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/heritage-fl.html|Lutz|FL|November 2, 2012|$225.5|$223.3|Centennial Bank has agreed to assume all deposits.
NOVA Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/novabank.html|Berwyn|PA|October 26, 2012|$483.0|$432.2|The FDIC has approved the payout of the insured deposits of NOVA Bank.
Excel Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/excelbank.html|Sedalia|MO|October 19, 2012|$200.6|$187.4|Simmons First National Bank has agreed to assume all deposits.
First East Side Savings Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/firsteastside.html|Tamarac|FL|October 19, 2012|$67.2|$65.9|Stearns Bank National Association, has agreed to assume all deposits.
GulfSouth Private Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/gulfsouth.html|Destin|FL|October 19, 2012|$159.1|$151.1|SmartBank has agreed to assume all deposits.
First United Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/firstunited.html|Crete|IL|September 28, 2012|$328.4|$316.9|Old Plank Trail Community Bank, National Association has agreed to assume all deposits.
Truman Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/truman.html|Saint Louis|MO|September 14, 2012|$282.3|$245.7|Simmons First National Bank has agreed to assume all deposits excluding certain brokered deposits.
First Commercial Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/firstcommbk-mn.html|Bloomington|MN|September 7, 2012|$215.9|$206.8|Republic Bank & Trust Company has agreed to assume all deposits.
Waukegan Savings Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/waukegan.html|Waukegan|IL|August 3, 2012|$88.9|$77.5|First Midwest Bank has agreed to assume all deposits.
Jasper Banking Company|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/jasper.html|Jasper|GA|July 27, 2012|$216.7|$213.1|Stearns Bank National Association, has agreed to assume all deposits excluding certain brokered deposits.
Second Federal Savings and Loan Association of Chicago|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/secondfederal.html|Chicago|IL|July 20, 2012|$199.1|$175.9|Hinsdale Bank & Trust Company has agreed to assume all deposits.
Heartland Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/heartland.html|Leawood|KS|July 20, 2012|$110.0|$102.6|Metcalf Bank has agreed to assume all deposits.
First Cherokee State Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/cherokee.html|Woodstock|GA|July 20, 2012|$222.7|$193.3|Community & Southern Bank has agreed to assume all deposits.
Georgia Trust Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/georgiatrust.html|Buford|GA|July 20, 2012|$119.8|$117.4|Community & Southern Bank has agreed to assume all deposits excluding certain brokered deposits.
The Royal Palm Bank of Florida|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/royalpalm.html|Naples|FL|July 20, 2012|$87.0|$85.1|First National Bank of the Gulf Coast has agreed to assume all deposits.
Glasgow Savings Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/glasgow.html|Glasgow|MO|July 13, 2012|$24.8|$24.2|Regional Missouri Bank has agreed to assume all deposits.
Montgomery Bank & Trust|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/montgomery.html|Ailey|GA|July 6, 2012|$173.6|$164.4|Ameris Bank has agreed to assume all deposits excluding certain brokered deposits.
The Farmers Bank of Lynchburg|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/farmersbank.html|Lynchburg|TN|June 15, 2012|$163.9|$156.4|Clayton Bank and Trust has agreed to assume all deposits.
Security Exchange Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/securityexchange.html|Marietta|GA|June 15, 2012|$151.0|$147.9|Fidelity Bank has agreed to assume all deposits.
Putnam State Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/putnam.html|Palatka|FL|June 15, 2012|$169.5|$160.0|Harbor Community Bank has agreed to assume all deposits.
Waccamaw Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/waccamaw.html|Whiteville|NC|June 8, 2012|$533.1|$472.7|First Community Bank has agreed to assume all deposits excluding certain brokered deposits.
Farmers and Traders State Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/ftsb.html|Shabbona|IL|June 8, 2012|$43.1|$42.3|First State Bank has agreed to assume all deposits.
Carolina Federal Savings Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/carolina.html|Charleston|SC|June 8, 2012|$54.4|$53.1|Bank of North Carolina has agreed to assume all deposits.
First Capital Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/firstcapital.html|Kingfisher|OK|June 8, 2012|$46.1|$44.8|F & M Bank has agreed to assume all deposits.
Alabama Trust Bank National Association|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/alabamatrust.html|Sylacauga|AL|May 18, 2012|$51.6|$45.1|Southern States Bank has agreed to assume all deposits excluding certain brokered deposits.
Security Bank National Association|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/securitybank.html|North Lauderdale|FL|May 4, 2012|$101.0|$99.1|Banesco USA has agreed to assume all deposits.
Palm Desert National Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/palmdesert.html|Palm Desert|CA|April 27, 2012|$125.8|$122.8|Pacific Premier Bank has agreed to assume all deposits excluding certain brokered deposits.
Plantation Federal Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/plantation.html|Pawleys Island|SC|April 27, 2012|$486.4|$440.5|First Federal Bank has agreed to assume all deposits.
Inter Savings Bank fsb D/B/A InterBank fsb|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/interbank.html|Maple Grove|MN|April 27, 2012|$481.6|$473.0|Great Southern Bank has agreed to assume all deposits.
HarVest Bank of Maryland|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/harvest.html|Gaithersburg|MD|April 27, 2012|$164.3|$145.5|Sonabank has agreed to assume all deposits.
Bank of the Eastern Shore|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/easternshore.html|Cambridge|MD|April 27, 2012|$166.7|$154.5|To protect the insured depositors, the FDIC created the Deposit Insurance National Bank (DINB) of Eastern Shore, Cambridge, MD which will remain open until May 25, 2012.
Fort Lee Federal Savings Bank FSB|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/fortlee.html|Fort Lee|NJ|April 20, 2012|$51.9|$50.7|Alma Bank has agreed to assume all deposits.
Fidelity Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/fidelity.html|Dearborn|MI|March 30, 2012|$818.2|$747.6|The Huntington National Bank has agreed to assume all deposits.
Covenant Bank & Trust|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/covenant.html|Rock Spring|GA|March 23, 2012|$95.7|$90.6|Stearns Bank National Association, has agreed to assume all deposits.
Premier Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/premier-il.html|Wilmette|IL|March 23, 2012|$268.7|$199.0|International Bank of Chicago has agreed to assume all deposits.
New City Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/newcity.html|Chicago|IL|March 9, 2012|$71.2|$72.4|The FDIC has approved the payout of the insured deposits of New City Bank.
Global Commerce Bank|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/global.html|Doraville|GA|March 2, 2012|$143.7|$116.8|Metro City Bank has agreed to assume all deposits.
Home Savings of America|https://www.fdic.gov/resources/resolutions/bank-failures/failed-bank-list/homesvgs.html|Little Falls|MN|February 24, 2012|$434.1|$432.2|The FDIC has approved the payout of the insured deposits of Home Savings of America.
